Subject,Sex,Stim,Pain
5,male,low,10
5,male,high,20
5,male,high,15
5,male,med,20
5,male,low,10
5,male,med,5
5,male,low,5
5,male,low,0
5,male,med,10
5,male,low,20
5,male,high,39
5,male,med,15
5,male,high,10
5,male,med,10
5,male,high,5
5,male,low,5
5,male,med,5
5,male,high,15
5,male,med,20
5,male,med,25
5,male,low,15
5,male,low,15
5,male,high,20
5,male,med,35
5,male,med,10
5,male,high,25
6,male,high,20
6,male,med,30
6,male,med,15
6,male,high,15
6,male,high,20
6,male,med,30
6,male,low,15
6,male,high,30
6,male,med,20
6,male,low,10
6,male,med,30
6,male,low,10
6,male,high,20
6,male,med,20
6,male,high,40
6,male,low,30
6,male,low,10
6,male,high,20
6,male,low,10
6,male,med,30
6,male,med,30
6,male,high,20
6,male,high,10
6,male,med,15
6,male,high,30
6,male,low,15
6,male,med,20
6,male,high,40
6,male,high,10
6,male,low,10
6,male,low,5
6,male,med,10
6,male,low,30
6,male,high,40
6,male,low,20
6,male,high,20
6,male,high,15
6,male,low,50
6,male,med,40
6,male,med,30
6,male,low,NA
6,male,med,5
6,male,low,20
6,male,med,30
6,male,med,5
6,male,low,15
6,male,med,20
6,male,high,40
6,male,low,30
6,male,med,20
6,male,low,10
6,male,med,20
6,male,high,50
6,male,high,50
6,male,low,5
6,male,low,30
6,male,high,60
6,male,low,40
6,male,med,20
6,male,high,50
7,female,high,20
7,female,low,20
7,female,high,40
7,female,med,30
7,female,high,40
7,female,low,20
7,female,med,20
7,female,high,10
7,female,low,10
7,female,med,30
7,female,high,40
7,female,med,50
7,female,low,40
7,female,high,40
7,female,med,40
7,female,high,60
7,female,med,30
7,female,med,10
7,female,low,10
7,female,low,0
7,female,high,10
7,female,low,0
7,female,med,40
7,female,low,30
7,female,low,20
7,female,high,30
7,female,high,40
7,female,med,40
7,female,low,40
7,female,high,50
7,female,med,30
7,female,low,40
7,female,low,20
7,female,high,30
7,female,low,40
7,female,high,50
7,female,high,60
7,female,med,50
7,female,low,40
7,female,med,30
7,female,low,20
7,female,low,10
7,female,med,0
7,female,low,10
7,female,high,20
7,female,med,30
7,female,high,30
7,female,med,40
7,female,high,40
7,female,low,30
7,female,med,30
7,female,high,10
7,female,med,10
7,female,med,10
7,female,low,20
7,female,low,20
7,female,high,20
7,female,med,30
7,female,med,20
7,female,high,40
8,female,high,80
8,female,low,25
8,female,high,70
8,female,med,55
8,female,high,70
8,female,low,5
8,female,med,30
8,female,high,50
8,female,low,10
8,female,med,5
8,female,high,30
8,female,med,2
8,female,low,1
8,female,high,90
8,female,med,40
8,female,high,60
8,female,med,25
8,female,med,60
8,female,low,40
8,female,low,35
8,female,high,60
8,female,low,20
8,female,med,80
8,female,low,10
8,female,low,NA
8,female,high,70
8,female,high,90
8,female,med,50
8,female,low,1
8,female,high,5
8,female,med,15
8,female,low,3
8,female,low,80
8,female,high,70
8,female,low,60
8,female,high,80
8,female,high,90
8,female,med,10
8,female,low,30
8,female,med,50
8,female,low,35
8,female,low,15
8,female,med,30
8,female,low,10
8,female,high,20
8,female,med,15
8,female,high,80
8,female,med,45
8,female,high,35
8,female,low,2
8,female,med,75
8,female,high,85
8,female,med,40
8,female,med,60
8,female,low,10
8,female,low,3
8,female,high,90
8,female,med,60
8,female,med,80
8,female,high,20
9,male,med,60
9,male,high,70
9,male,med,75
9,male,med,80
9,male,low,50
9,male,med,60
9,male,low,40
9,male,med,45
9,male,high,50
9,male,med,35
9,male,high,60
9,male,low,55
9,male,high,60
9,male,low,55
9,male,low,65
9,male,high,50
9,male,med,40
9,male,low,30
9,male,low,35
9,male,med,30
9,male,high,45
9,male,med,50
9,male,high,65
9,male,low,60
9,male,high,75
9,male,low,40
9,male,high,60
9,male,low,55
9,male,high,NA
9,male,high,35
9,male,low,30
9,male,high,55
9,male,high,60
9,male,med,70
9,male,med,65
9,male,low,45
9,male,med,40
9,male,med,50
9,male,high,60
9,male,high,75
9,male,med,45
9,male,low,25
9,male,med,40
9,male,med,45
9,male,low,40
9,male,high,50
9,male,low,65
9,male,low,65
9,male,med,70
9,male,low,65
9,male,low,70
9,male,med,60
9,male,high,40
9,male,med,35
9,male,low,30
9,male,high,40
9,male,med,45
9,male,high,55
9,male,low,50
9,male,high,65
10,female,low,10
10,female,high,10
10,female,med,10
10,female,high,30
10,female,low,20
10,female,high,NA
10,female,med,NA
10,female,med,40
10,female,high,40
10,female,med,40
10,female,low,NA
10,female,med,20
10,female,high,30
10,female,high,20
10,female,low,10
10,female,high,30
10,female,low,40
10,female,low,30
10,female,high,50
10,female,low,40
10,female,high,50
10,female,med,60
10,female,low,40
10,female,med,30
10,female,low,50
10,female,med,30
10,female,high,10
10,female,med,10
10,female,med,NA
10,female,low,NA
10,female,high,40
10,female,med,40
10,female,high,40
10,female,low,20
10,female,med,20
10,female,low,10
10,female,high,20
10,female,high,20
10,female,low,NA
10,female,high,30
10,female,med,30
10,female,high,50
10,female,high,50
10,female,med,60
10,female,high,60
10,female,low,30
10,female,med,30
10,female,high,50
10,female,med,50
10,female,low,30
10,female,med,50
10,female,low,NA
10,female,low,40
10,female,med,60
10,female,med,60
10,female,low,50
10,female,high,70
10,female,low,40
10,female,low,40
10,female,med,40
11,female,high,30
11,female,med,20
11,female,med,20
11,female,high,40
11,female,high,10
11,female,med,10
11,female,low,10
11,female,high,10
11,female,med,10
11,female,low,10
11,female,med,10
11,female,low,20
11,female,high,20
11,female,med,40
11,female,high,50
11,female,low,30
11,female,low,30
11,female,high,50
11,female,low,20
11,female,med,40
11,female,med,30
11,female,high,40
11,female,high,60
11,female,med,70
11,female,high,70
11,female,low,70
11,female,med,70
11,female,high,80
11,female,high,80
11,female,low,90
11,female,low,90
11,female,med,90
11,female,low,80
11,female,high,90
11,female,low,90
11,female,high,80
11,female,high,100
11,female,low,100
11,female,med,100
11,female,med,100
11,female,low,NA
11,female,med,40
11,female,low,20
11,female,med,40
11,female,med,50
11,female,low,40
11,female,med,60
11,female,high,80
11,female,low,50
11,female,med,40
11,female,low,40
11,female,med,40
11,female,high,40
11,female,high,30
11,female,low,30
11,female,low,30
11,female,high,60
11,female,low,60
11,female,med,50
11,female,high,60
12,female,high,5
12,female,med,5
12,female,med,5
12,female,high,5
12,female,high,5
12,female,med,10
12,female,low,5
12,female,high,10
12,female,med,5
12,female,low,1
12,female,med,1
12,female,low,1
12,female,high,2
12,female,med,1
12,female,high,5
12,female,low,5
12,female,low,NA
12,female,high,5
12,female,low,1
12,female,med,10
12,female,med,10
12,female,high,10
12,female,high,5
12,female,med,20
12,female,high,20
12,female,low,10
12,female,med,10
12,female,high,1
12,female,high,1
12,female,low,NA
12,female,low,1
12,female,med,5
12,female,low,5
12,female,high,10
12,female,low,5
12,female,high,10
12,female,high,20
12,female,low,1
12,female,med,1
12,female,med,1
12,female,low,NA
12,female,med,10
12,female,low,10
12,female,med,5
12,female,med,10
12,female,low,2
12,female,med,50
12,female,high,30
12,female,low,40
12,female,med,50
12,female,low,NA
12,female,med,20
12,female,high,40
12,female,high,60
12,female,low,NA
12,female,low,NA
12,female,high,10
12,female,low,2
12,female,med,20
12,female,high,30
13,female,med,25
13,female,high,30
13,female,med,20
13,female,med,40
13,female,low,45
13,female,med,60
13,female,low,40
13,female,med,40
13,female,high,30
13,female,med,25
13,female,high,40
13,female,low,20
13,female,high,50
13,female,low,15
13,female,low,10
13,female,high,25
13,female,med,20
13,female,low,22
13,female,low,15
13,female,med,20
13,female,high,15
13,female,med,25
13,female,high,35
13,female,low,30
13,female,high,45
13,female,low,20
13,female,high,30
13,female,low,15
13,female,high,35
13,female,high,40
13,female,low,15
13,female,high,45
13,female,high,55
13,female,med,40
13,female,med,30
13,female,low,10
13,female,med,15
13,female,med,20
13,female,high,20
13,female,high,5
13,female,med,10
13,female,low,7
13,female,med,10
13,female,med,12
13,female,low,5
13,female,high,10
13,female,low,5
13,female,low,2
13,female,med,15
13,female,low,5
13,female,low,NA
13,female,med,3
13,female,high,10
13,female,med,8
13,female,low,5
13,female,high,10
13,female,med,2
13,female,high,12
13,female,low,1
13,female,high,15
14,male,med,80
14,male,high,70
14,male,med,50
14,male,med,50
14,male,low,60
14,male,med,70
14,male,low,70
14,male,med,75
14,male,high,80
14,male,med,60
14,male,high,50
14,male,low,30
14,male,high,70
14,male,low,40
14,male,low,40
14,male,high,90
14,male,med,50
14,male,low,40
14,male,low,50
14,male,med,30
14,male,high,40
14,male,med,30
14,male,high,30
14,male,low,20
14,male,high,10
14,male,low,5
14,male,high,10
14,male,low,40
14,male,high,40
14,male,high,40
14,male,low,0
14,male,high,30
14,male,high,40
14,male,med,60
14,male,med,50
14,male,low,40
14,male,med,20
14,male,med,30
14,male,high,60
14,male,high,75
14,male,med,50
14,male,low,30
14,male,med,40
14,male,med,30
14,male,low,40
14,male,high,30
14,male,low,NA
14,male,low,30
14,male,med,50
14,male,low,50
14,male,low,40
14,male,med,40
14,male,high,20
14,male,med,30
14,male,low,30
14,male,high,40
14,male,med,60
14,male,high,50
14,male,low,10
14,male,high,70
15,male,high,70
15,male,low,10
15,male,high,20
15,male,med,40
15,male,high,40
15,male,low,30
15,male,med,20
15,male,high,25
15,male,low,40
15,male,med,60
15,male,high,70
15,male,med,30
15,male,low,20
15,male,high,30
15,male,med,50
15,male,high,70
15,male,med,60
15,male,med,70
15,male,low,30
15,male,low,25
15,male,high,35
15,male,low,10
15,male,med,60
15,male,low,40
15,male,low,20
15,male,high,30
15,male,high,20
15,male,med,40
15,male,low,60
15,male,high,80
15,male,med,60
15,male,low,50
15,male,low,30
15,male,high,60
15,male,low,50
15,male,high,55
15,male,high,70
15,male,med,40
15,male,low,20
15,male,med,20
15,male,low,10
15,male,low,15
15,male,med,30
15,male,low,60
15,male,high,40
15,male,med,20
15,male,high,30
15,male,med,15
15,male,high,25
15,male,low,10
15,male,med,20
15,male,high,30
15,male,med,20
15,male,med,25
15,male,low,50
15,male,low,60
15,male,high,40
15,male,med,10
15,male,med,60
15,male,high,50
16,female,high,60
16,female,med,20
16,female,med,15
16,female,high,60
16,female,high,80
16,female,med,80
16,female,low,20
16,female,high,80
16,female,med,20
16,female,low,10
16,female,med,10
16,female,low,5
16,female,high,5
16,female,med,20
16,female,high,30
16,female,low,15
16,female,low,20
16,female,high,40
16,female,low,10
16,female,med,40
16,female,med,50
16,female,high,60
16,female,high,90
16,female,med,40
16,female,high,30
16,female,low,5
16,female,med,70
16,female,high,80
16,female,high,30
16,female,low,10
16,female,low,10
16,female,med,5
16,female,low,5
16,female,high,30
16,female,low,5
16,female,high,60
16,female,high,70
16,female,low,5
16,female,med,20
16,female,med,30
16,female,low,10
16,female,med,25
16,female,low,10
16,female,med,60
16,female,med,80
16,female,low,15
16,female,med,50
16,female,high,70
16,female,low,5
16,female,med,5
16,female,low,3
16,female,med,5
16,female,high,7
16,female,high,15
16,female,low,5
16,female,low,2
16,female,high,10
16,female,low,2
16,female,med,2
16,female,high,10
17,female,low,5
17,female,med,10
17,female,med,10
17,female,low,5
17,female,low,10
17,female,high,20
17,female,low,5
17,female,low,10
17,female,med,20
17,female,low,30
17,female,high,40
17,female,high,30
17,female,med,30
17,female,low,30
17,female,med,40
17,female,high,40
17,female,high,30
17,female,low,40
17,female,high,20
17,female,low,30
17,female,high,50
17,female,med,10
17,female,high,NA
17,female,high,30
17,female,low,20
17,female,med,10
17,female,high,20
17,female,low,NA
17,female,low,5
17,female,high,20
17,female,med,20
17,female,high,30
17,female,med,30
17,female,med,40
17,female,high,40
17,female,low,20
17,female,high,30
17,female,low,10
17,female,low,10
17,female,med,20
17,female,high,40
17,female,med,40
17,female,low,10
17,female,med,20
17,female,med,30
17,female,low,10
17,female,high,20
17,female,med,20
17,female,med,10
17,female,low,10
17,female,med,30
17,female,low,40
17,female,low,NA
17,female,high,20
17,female,high,30
17,female,med,30
17,female,high,20
17,female,med,20
17,female,high,30
17,female,med,10
18,male,high,15
18,male,med,15
18,male,med,5
18,male,high,20
18,male,high,30
18,male,med,15
18,male,low,15
18,male,high,25
18,male,med,20
18,male,low,15
18,male,med,10
18,male,low,10
18,male,high,25
18,male,med,30
18,male,high,35
18,male,low,15
18,male,low,10
18,male,high,15
18,male,low,10
18,male,med,25
18,male,med,25
18,male,high,20
18,male,high,30
18,male,med,40
18,male,high,45
18,male,low,30
18,male,med,20
18,male,high,30
18,male,high,45
18,male,low,10
18,male,low,20
18,male,med,25
18,male,low,30
18,male,high,25
18,male,low,15
18,male,high,30
18,male,high,25
18,male,low,10
18,male,med,10
18,male,med,25
18,male,low,15
18,male,med,10
18,male,low,10
18,male,med,15
18,male,med,5
18,male,low,10
18,male,med,25
18,male,high,45
18,male,low,20
18,male,med,10
18,male,low,25
18,male,med,30
18,male,high,45
18,male,high,15
18,male,low,10
18,male,low,5
18,male,high,15
18,male,low,10
18,male,med,30
18,male,high,25
19,male,high,38
19,male,low,42
19,male,high,48
19,male,med,45
19,male,high,52
19,male,low,38
19,male,med,40
19,male,high,47
19,male,low,0
19,male,med,29
19,male,high,40
19,male,med,49
19,male,low,41
19,male,high,48
19,male,med,53
19,male,high,35
19,male,med,30
19,male,med,34
19,male,low,18
19,male,low,24
19,male,high,44
19,male,low,48
19,male,med,57
19,male,low,9
19,male,low,17
19,male,high,20
19,male,high,45
19,male,med,46
19,male,low,18
19,male,high,29
19,male,med,14
19,male,low,24
19,male,low,29
19,male,high,34
19,male,low,42
19,male,high,39
19,male,high,37
19,male,med,42
19,male,low,NA
19,male,med,50
19,male,low,18
19,male,low,14
19,male,med,12
19,male,low,53
19,male,high,56
19,male,med,58
19,male,high,39
19,male,med,19
19,male,high,16
19,male,low,30
19,male,med,35
19,male,high,47
19,male,med,49
19,male,med,43
19,male,low,51
19,male,low,58
19,male,high,68
19,male,med,72
19,male,med,76
19,male,high,62
20,female,low,70
20,female,high,60
20,female,med,60
20,female,high,85
20,female,low,65
20,female,high,80
20,female,med,70
20,female,med,75
20,female,high,70
20,female,med,75
20,female,low,80
20,female,med,80
20,female,high,95
20,female,high,95
20,female,low,80
20,female,high,80
20,female,low,85
20,female,low,80
20,female,high,95
20,female,low,60
20,female,high,85
20,female,med,70
20,female,low,60
20,female,med,60
20,female,low,85
20,female,med,95
20,female,high,95
20,female,med,80
20,female,med,90
20,female,low,90
20,female,high,95
20,female,med,75
20,female,high,70
20,female,low,70
20,female,med,60
20,female,low,55
20,female,high,55
20,female,high,65
20,female,low,60
20,female,high,80
20,female,med,75
20,female,high,100
20,female,high,65
20,female,med,40
20,female,high,60
20,female,low,30
20,female,med,50
20,female,high,60
20,female,med,70
20,female,low,50
20,female,med,30
20,female,low,40
20,female,low,60
20,female,med,60
20,female,med,50
20,female,low,50
20,female,high,85
20,female,low,70
20,female,low,75
20,female,med,85
21,male,low,60
21,male,high,65
21,male,med,75
21,male,high,78
21,male,low,65
21,male,high,70
21,male,med,80
21,male,med,NA
21,male,high,75
21,male,med,82
21,male,low,45
21,male,med,55
21,male,high,50
21,male,high,75
21,male,low,60
21,male,high,62
21,male,low,75
21,male,low,60
21,male,high,80
21,male,low,55
21,male,high,60
21,male,med,75
21,male,low,NA
21,male,med,70
21,male,low,65
21,male,med,75
21,male,high,85
21,male,med,82
21,male,med,75
21,male,low,70
21,male,high,85
21,male,med,60
21,male,high,65
21,male,low,70
21,male,med,60
21,male,low,75
21,male,high,80
21,male,high,78
21,male,low,70
21,male,high,65
21,male,med,70
21,male,high,75
21,male,high,60
21,male,med,70
21,male,high,72
21,male,low,70
21,male,med,85
21,male,high,90
21,male,med,50
21,male,low,75
21,male,med,70
21,male,low,65
21,male,low,60
21,male,med,75
21,male,med,85
21,male,low,75
21,male,high,90
21,male,low,75
21,male,low,80
21,male,med,NA
22,male,high,25
22,male,low,20
22,male,high,40
22,male,med,30
22,male,high,20
22,male,low,35
22,male,med,40
22,male,high,50
22,male,low,40
22,male,med,30
22,male,high,30
22,male,med,15
22,male,low,20
22,male,high,50
22,male,med,50
22,male,high,30
22,male,med,40
22,male,med,60
22,male,low,20
22,male,low,25
22,male,high,60
22,male,low,15
22,male,med,65
22,male,low,50
22,male,low,20
22,male,high,35
22,male,high,30
22,male,med,20
22,male,low,50
22,male,high,60
22,male,med,30
22,male,low,30
22,male,low,40
22,male,high,50
22,male,low,40
22,male,high,70
22,male,high,50
22,male,med,60
22,male,low,40
22,male,med,55
22,male,low,40
22,male,low,40
22,male,med,20
22,male,low,50
22,male,high,40
22,male,med,5
22,male,high,40
22,male,med,30
22,male,high,40
22,male,low,20
22,male,med,50
22,male,high,60
22,male,med,50
22,male,med,40
22,male,low,40
22,male,low,15
22,male,high,30
22,male,med,50
22,male,med,20
22,male,high,40
23,female,high,40
23,female,med,35
23,female,med,35
23,female,high,40
23,female,high,40
23,female,med,40
23,female,low,35
23,female,high,40
23,female,med,35
23,female,low,40
23,female,med,40
23,female,low,40
23,female,high,40
23,female,med,40
23,female,high,35
23,female,low,40
23,female,low,40
23,female,high,50
23,female,low,50
23,female,med,60
23,female,med,45
23,female,high,55
23,female,high,65
23,female,med,50
23,female,high,45
23,female,low,20
23,female,med,50
23,female,high,10
23,female,high,20
23,female,low,30
23,female,low,20
23,female,med,20
23,female,low,50
23,female,high,15
23,female,low,20
23,female,high,45
23,female,high,60
23,female,low,60
23,female,med,65
23,female,med,60
23,female,low,NA
23,female,med,35
23,female,low,35
23,female,med,30
23,female,med,35
23,female,low,25
23,female,med,20
23,female,high,40
23,female,low,35
23,female,med,40
23,female,low,40
23,female,med,45
23,female,high,45
23,female,high,40
23,female,low,40
23,female,low,35
23,female,high,50
23,female,low,60
23,female,med,70
23,female,high,65
24,female,med,40
24,female,high,40
24,female,med,30
24,female,med,20
24,female,low,20
24,female,med,10
24,female,low,30
24,female,med,30
24,female,high,50
24,female,med,40
24,female,high,20
24,female,low,20
24,female,high,70
24,female,low,20
24,female,low,10
24,female,high,60
24,female,med,30
24,female,low,60
24,female,low,50
24,female,med,20
24,female,high,60
24,female,med,40
24,female,high,50
24,female,low,10
24,female,high,20
24,female,low,20
24,female,high,30
24,female,low,20
24,female,high,70
24,female,high,40
24,female,low,20
24,female,high,60
24,female,high,20
24,female,med,20
24,female,med,50
24,female,low,60
24,female,med,50
24,female,med,50
24,female,high,40
24,female,high,60
24,female,med,70
24,female,low,40
24,female,med,20
24,female,med,30
24,female,low,20
24,female,high,10
24,female,low,20
24,female,low,10
24,female,med,10
24,female,low,20
24,female,low,40
24,female,med,30
24,female,high,30
24,female,med,20
24,female,low,10
24,female,high,30
24,female,med,50
24,female,high,50
24,female,low,10
24,female,high,40
25,male,high,60
25,male,med,20
25,male,med,10
25,male,high,15
25,male,high,20
25,male,med,15
25,male,low,10
25,male,high,20
25,male,med,35
25,male,low,30
25,male,med,40
25,male,low,30
25,male,high,55
25,male,med,50
25,male,high,70
25,male,low,35
25,male,low,30
25,male,high,25
25,male,low,30
25,male,med,50
25,male,med,70
25,male,high,75
25,male,high,50
25,male,med,75
25,male,high,40
25,male,low,40
25,male,med,20
25,male,high,50
25,male,high,55
25,male,low,20
25,male,low,15
25,male,med,25
25,male,low,10
25,male,high,30
25,male,low,20
25,male,high,45
25,male,high,50
25,male,low,20
25,male,med,15
25,male,med,30
25,male,low,10
25,male,med,15
25,male,low,15
25,male,med,20
25,male,med,20
25,male,low,5
25,male,med,30
25,male,high,35
25,male,low,20
25,male,med,30
25,male,low,10
25,male,med,5
25,male,high,45
25,male,high,60
25,male,low,40
25,male,low,10
25,male,high,15
25,male,low,5
25,male,med,25
25,male,high,40
26,female,high,10
26,female,med,30
26,female,low,10
26,female,high,40
26,female,med,40
26,female,high,30
26,female,med,30
26,female,high,30
26,female,med,50
26,female,high,20
26,female,med,40
26,female,high,10
26,female,high,30
26,female,low,10
26,female,low,10
26,female,high,10
26,female,med,0
26,female,low,10
26,female,low,10
26,female,high,20
26,female,high,0
26,female,med,0
26,female,low,10
26,female,high,40
26,female,low,30
26,female,low,40
26,female,med,50
26,female,med,50
26,female,low,40
26,female,high,60
26,female,med,40
26,female,low,40
26,female,med,70
26,female,low,40
26,female,low,40
26,female,med,50
26,female,high,70
26,female,low,60
26,female,med,30
26,female,high,10
26,female,med,10
26,female,low,20
26,female,med,20
26,female,high,60
26,female,low,50
26,female,high,60
26,female,high,80
26,female,low,40
26,female,high,60
26,female,med,90
26,female,med,90
26,female,low,80
26,female,med,60
26,female,low,50
26,female,med,30
26,female,high,60
26,female,med,20
26,female,low,10
26,female,low,40
26,female,high,70
27,male,high,30
27,male,med,45
27,male,low,55
27,male,high,50
27,male,med,35
27,male,high,45
27,male,med,50
27,male,high,55
27,male,med,45
27,male,high,50
27,male,med,40
27,male,high,55
27,male,high,55
27,male,low,50
27,male,low,40
27,male,high,35
27,male,med,30
27,male,low,30
27,male,low,20
27,male,high,15
27,male,high,35
27,male,med,20
27,male,low,20
27,male,high,15
27,male,low,25
27,male,low,30
27,male,med,45
27,male,med,35
27,male,low,20
27,male,high,35
27,male,med,10
27,male,low,10
27,male,med,35
27,male,low,30
27,male,low,35
27,male,med,40
27,male,high,30
27,male,low,35
27,male,med,45
27,male,high,50
27,male,med,NA
27,male,low,30
27,male,med,40
27,male,high,65
27,male,low,65
27,male,high,55
27,male,high,50
27,male,low,NA
27,male,high,60
27,male,med,65
27,male,med,65
27,male,low,45
27,male,med,25
27,male,low,25
27,male,med,35
27,male,high,55
27,male,med,55
27,male,low,50
27,male,low,55
27,male,high,60
28,female,med,60
28,female,high,60
28,female,med,50
28,female,med,30
28,female,low,20
28,female,med,15
28,female,low,20
28,female,med,15
28,female,high,25
28,female,med,15
28,female,high,50
28,female,low,30
28,female,high,60
28,female,low,30
28,female,low,40
28,female,high,40
28,female,med,10
28,female,low,10
28,female,low,40
28,female,med,70
28,female,high,85
28,female,med,60
28,female,high,85
28,female,low,70
28,female,high,70
28,female,low,80
28,female,high,85
28,female,low,70
28,female,high,60
28,female,high,60
28,female,low,70
28,female,high,90
28,female,high,90
28,female,med,25
28,female,med,60
28,female,low,55
28,female,med,55
28,female,med,45
28,female,high,50
28,female,high,60
28,female,med,30
28,female,low,15
28,female,med,60
28,female,med,50
28,female,low,40
28,female,high,50
28,female,low,30
28,female,low,25
28,female,med,60
28,female,low,50
28,female,low,40
28,female,med,15
28,female,high,45
28,female,med,45
28,female,low,45
28,female,high,50
28,female,med,50
28,female,high,60
28,female,low,50
28,female,high,80
29,female,high,70
29,female,low,65
29,female,high,85
29,female,med,70
29,female,high,85
29,female,low,80
29,female,med,85
29,female,high,70
29,female,low,60
29,female,med,80
29,female,high,85
29,female,med,60
29,female,low,75
29,female,high,80
29,female,med,65
29,female,high,85
29,female,med,90
29,female,med,70
29,female,low,65
29,female,low,75
29,female,high,80
29,female,low,60
29,female,med,85
29,female,low,75
29,female,low,90
29,female,high,95
29,female,high,95
29,female,med,95
29,female,low,100
29,female,high,95
29,female,med,100
29,female,low,100
29,female,low,85
29,female,high,90
29,female,low,70
29,female,high,80
29,female,high,95
29,female,med,95
29,female,low,95
29,female,med,90
29,female,low,90
29,female,low,95
29,female,med,90
29,female,low,80
29,female,high,95
29,female,med,90
29,female,high,80
29,female,med,90
29,female,high,85
29,female,low,80
29,female,med,70
29,female,high,80
29,female,med,65
29,female,med,75
29,female,low,70
29,female,low,60
29,female,high,75
29,female,med,85
29,female,med,75
29,female,high,80
